Keyword,Title,Date,Location,Icon,Link
,NFA7v7 East Regional,"Feb 23 - 24, 2019","Myrtle Beach, SC",,Public/Results/Tournament.aspx?IDTournament=h20190116162255087fc0d492d79ae4a
,2019 Spring Lanco Adult Field Hockey,"Apr 11 - Jun 6, 2019","East Petersburg, PA",,Public/Results/Tournament.aspx?IDTournament=h20190404141423147bf3bc391b6294f
,Patriot Box Lacrosse League 2018-2019,"Dec 1, 2018 - Feb 10, 2019","Morristown, NJ",,Public/Results/Tournament.aspx?IDTournament=h20181108162343551f8c3d8658e6b44
,High Demand Academy Basketball Camp,"Feb 18 - 22, 2019",,,Public/Results/Tournament.aspx?IDTournament=h20190123134547285dffd047fdb524f
,"St. Petersburg, FL - Eckerd College Rachel Price Memorial","Feb 10, 2019","St Petersburg, FL",,Public/Results/Tournament.aspx?IDTournament=h2018122016082945546b702501eb747
,mock,"Apr 1 - 2, 2019","Jacksonvile, FL",,Public/Results/Tournament.aspx?IDTournament=h2019011402034300585d670d6fee043
,AFFL Warm up Tourney,"Apr 20, 2019","Hollywood, FL",,Public/Results/Tournament.aspx?IDTournament=h20190419000148269baa0b078507b47
,U14 Girls National Indoor Tournament 2019,"Feb 15 - 18, 2019","Manheim, PA",,Public/Results/Tournament.aspx?IDTournament=h2018090420353450351822398977143
,Lax Luau 2019,"May 5, 2019","West Windsor, NJ",,Public/Results/Tournament.aspx?IDTournament=h2019043013155297069b56350e25547
,"Tampa Bay ""Rowdies""","Apr 27, 2019","Clearwater, FL",,Public/Results/Tournament.aspx?IDTournament=h20190206203735464d21cba11299c4b
,Fastpitch U Combine Competition & Tournament,"Feb 2 - 3, 2019","Jacksonville, FL",,Public/Results/Tournament.aspx?IDTournament=h201901020307378477a702b27c35346
,adidas East Coast Invitational 7v7,"Mar 2, 2019","Miami, FL",,Public/Results/Tournament.aspx?IDTournament=h20190225135559197894399e21eca47
,U10 & U12 Co-Ed National Indoor Tournament 2019,"Feb 22 - 24, 2019","Manheim, PA",,Public/Results/Tournament.aspx?IDTournament=h20190107204849890889511f1d15a43
,Spring Thaw,"Apr 7, 2019","Princeton, NJ",,Public/Results/Tournament.aspx?IDTournament=h2019040215575589339ed7dbffc5040
,"Holiday, FL (West Pasco County)","Mar 31, 2019","Holiday, FL",,Public/Results/Tournament.aspx?IDTournament=h201903071409497156aef3fee898f49
,USA Florida 10/12/14u Shootout - USA NIT Championships Qualifier,"Mar 30 - 31, 2019","Jacksonville, FL",,Public/Results/Tournament.aspx?IDTournament=h20190102022224781d2a7bc26f65a41
,Sam Madison 7v7 South FL Classic,"Mar 30 - 31, 2019","Miami Gardens, FL",,Public/Results/Tournament.aspx?IDTournament=h20190214171315160f8a518596f4e47
,U16 National Indoor Tournament 2019,"Mar 1 - 3, 2019","Manheim, PA",,Public/Results/Tournament.aspx?IDTournament=h201902111829189027f6401093b314f
,South Jersey Spirit Games,"Apr 7, 2019","Medford, NJ",,Public/Results/Tournament.aspx?IDTournament=h20190213130815584c7a50289b7bb4d
,SFP College Soccer Showcase,"Apr 5 - 7, 2019","Sandusky, OH",,Public/Results/Tournament.aspx?IDTournament=h20190205154448129ec64d995670a4b
,Warriors In Pink - USA NIT Qualifier,"Apr 13 - 14, 2019","Jacksonville, FL",,Public/Results/Tournament.aspx?IDTournament=h201901250150120470121ce7ba03442
,Flagler Beach SRT,"Mar 2 - 3, 2019","Flagler Beach,, FL",,Public/Results/Tournament.aspx?IDTournament=h201903010607043257b16db954b3044
,Winter Turf 2,"Jan 8 - Feb 28, 2019","Manheim, PA",,Public/Results/Tournament.aspx?IDTournament=h201901021615048303fe583518ca441
,Deuces Wild Junior Tournament,"Apr 7, 2019","Lawrence Twp., NJ",,Public/Results/Tournament.aspx?IDTournament=h201903182003046830e990c74849946
,SFP Spring Kickoff,"Apr 13 - 14, 2019","Sandusky, OH",,Public/Results/Tournament.aspx?IDTournament=h201902051545253244e64fc333a0942
,Florida PGF 2nd Annual 14U Challenge- LXTs to the Champions- Qualifier,"Apr 6 - 7, 2019","Ocala, FL",,Public/Results/Tournament.aspx?IDTournament=h20180929231448365b3487e546d6846
,2019  Playoffs,"Mar 1 - Dec 31, 2019","Maitland, FL • Palm Coast, FL • Winter park, FL",,Public/Results/Tournament.aspx?IDTournament=h20190302223341310fa3f149281d441
,Spring Turf League 2019,"Mar 12 - May 7, 2019","Manheim, PA",,Public/Results/Tournament.aspx?IDTournament=h20190305160257896525bca19aecd40
,T3 High School Winter League,"Jan 5 - Feb 23, 2019","Branchburg, NJ",,Public/Results/Tournament.aspx?IDTournament=h2018120516181398899fae8005f6944
,SFP Spring Shootout,"May 4 - 5, 2019","Sandusky, OH",,Public/Results/Tournament.aspx?IDTournament=h20190205154601801048af249d57a4e
,Jordyn Myers Memorial,"Apr 27 - 28, 2019","Warren, OH",,Public/Results/Tournament.aspx?IDTournament=h2019040712071147969dd60d343f74f
,Blazing 7 on 7 Southeast Regional 2019,"Apr 13, 2019","Fort Mill, SC",,Public/Results/Tournament.aspx?IDTournament=h20190411213006020f2d5ea955d6f4b
,Kai-Zen Field Hockey Winter Play Day 2019,"Feb 24, 2019","Syracuse, NY",,Public/Results/Tournament.aspx?IDTournament=h20190212191509771e053129040924f
,Charity Lacrosse Classic,"Mar 24, 2019","Flanders, NJ",,Public/Results/Tournament.aspx?IDTournament=h201903041826257057dad092242af4d
,2019 Ohio International Spring Cup,"Apr 18 - 21, 2019","Columbus, OH",,Public/Results/Tournament.aspx?IDTournament=h201902201559400212d59076c91a048
,Valley Extreme Double Trouble,"May 3 - 5, 2019","Warren, OH",,Public/Results/Tournament.aspx?IDTournament=h20181024233911842e017592d2ae345
,Back 2 Basics 7v7 Invitational,"Feb 23, 2019","Jacksonville, FL",,Public/Results/Tournament.aspx?IDTournament=h20190222121525755b623007b7e7140
,Kai-Zen Field Hockey Spring Fling 2019,"Apr 28, 2019","Syracuse, NY",,Public/Results/Tournament.aspx?IDTournament=h20190426123421022a9b68af0018d4c
,Victory Winter Championship 2019,"Feb 16, 2019","Feasterville-Trevose, PA",,Public/Results/Tournament.aspx?IDTournament=h2019011820305215474b030b225ac48
, 2019 Force Frenzy,"May 11 - 12, 2019","Rootstown, OH",,Public/Results/Tournament.aspx?IDTournament=h20181029170747869dee19231af5c46
,2018-19  MICS Regular Season,"Dec 9, 2018 - Feb 17, 2019","Punta Gorda, FL",,Public/Results/Tournament.aspx?IDTournament=h201811282033350608b4c85b0682745
,Richmond National Indoor Tournament 2019,"Feb 22 - 24, 2019","Richmond, VA",,Public/Results/Tournament.aspx?IDTournament=h20190206212039036040634a920bc4e
,Spring Thaw 2019,"Mar 16, 2019","Fredrica, DE",,Public/Results/Tournament.aspx?IDTournament=h20190217134455647a135b31d75fb43
,2019 ERFC Soccer Spring schedule,"Mar 9 - May 25, 2019","Chatanooga, TN • East Ridge, Tn • Ringgold, GA",,Public/Results/Tournament.aspx?IDTournament=h201902032035134685151532d6d5e49
,PGF Florida Legacy Prospects,"Feb 16 - 17, 2019","Newberry, FL",,Public/Results/Tournament.aspx?IDTournament=h20180827140219378196ced44393b4c
,2018-19  MICS Year End Tourney,"Feb 23 - 24, 2019","Punta Gorda, FL",,Public/Results/Tournament.aspx?IDTournament=h20190207201457597b8c1bdf1b5e947
,Big Thaw,"Mar 8 - 10, 2019","Fairport, NY • Rochester, NY",,Public/Results/Tournament.aspx?IDTournament=h201810261731036745bce29d561c143
,NXT Mid-Atlantic Spring League 2019 (Girls),"Apr 14 - May 19, 2019","Fort Washington, PA • Villanova, PA",,Public/Results/Tournament.aspx?IDTournament=h20190205221859197d2968fdbe0824b
,North Georgia Youth Soccer League - Spring 2019,"Mar 16 - May 19, 2019","Chickamauga, GA • LaFayette, GA • Ringgold, GA • Rock Spring, Ga • Trenton, GA • Trion, Ga",,Public/Results/Tournament.aspx?IDTournament=h2019020415490080854ab86a9995c46
,UF PGF day at the park one day #1--Gator Ball,"Feb 23, 2019","newberry, FL",,Public/Results/Tournament.aspx?IDTournament=h20181031173748343754f4dc1289146
,adidas National Championship 7v7,"Mar 30 - 31, 2019","Tampa Bay, FL",,Public/Results/Tournament.aspx?IDTournament=h2019030715514598844a238feb7064a
,2019 Rochester Area Indoor Field Hockey League,"Jan 20 - Mar 10, 2019","West Henrietta, NY",,Public/Results/Tournament.aspx?IDTournament=h2018111518404060855f2a5b476df46
,2019 Mesa Spring Play Day,"Mar 31, 2019","Haverford, PA • Newtown Square, PA • West Chester, PA",,Public/Results/Tournament.aspx?IDTournament=h20190221123805239d842ce4d709f41
, ER Camp Jordan Indoor Soccer 2018-2019,"Nov 29, 2018 - Feb 23, 2019","East Ridge, Tn",,Public/Results/Tournament.aspx?IDTournament=h20181011214414233592e5c83209648
,UF PGF day at the Park one day #2--Gator Ball #2,"Mar 9, 2019","newberry, FL",,Public/Results/Tournament.aspx?IDTournament=h20181031211554664d0108f5ff92d40
,29ers,"Mar 1, 2018 - Jul 31, 2019","Indianapolis, IN",,Public/Results/Tournament.aspx?IDTournament=h201205081015355881dd595b3a17e43
,NFA7v7 Southeast Regional,"Mar 23 - 24, 2019","Bradenton, FL",,Public/Results/Tournament.aspx?IDTournament=h201901071746590443818981db24a45
,2019 Mid-Winter Classic,"Feb 15 - 18, 2019","Jamestown, NY",,Public/Results/Tournament.aspx?IDTournament=h20180413184333278931c61799d4748
,NXT Mid-Atlantic Spring League 2019 (Boys),"Mar 17 - May 23, 2019","Conshohocken, PA • St. Davids, PA",,Public/Results/Tournament.aspx?IDTournament=h2019020400304184078371198306341
,"Ft. Walton Beach, FL","Mar 23, 2019","Ft. Walton Beach, FL",,Public/Results/Tournament.aspx?IDTournament=h20190111232158849b35da27cb80947
,Friends of Jaclyn - Battle In The Swamp - Arkansas,"Apr 6, 2019","Newberry, FL",,Public/Results/Tournament.aspx?IDTournament=h201811160338342223fc185794a4341
,2019 ILLINOIS TRAVEL BASEBALL LEAGUE,"Feb 1 - Jul 31, 2019","Blue Island, IL • Bourbonnais, IL • Bourbonnais, Illinois • Bradley, IL • Burbank, IL • Burr Ridge, IL • Channahon, IL • Chicago Heights, Illinois • Chicago, IL • Coal city, Il • Countryside, Il • CRETE, IL • Downers Grove, IL • Dyer, IN • Dyer, Indiana • Evergreen Park, IL • Frankfort, Il • Frankfort, Illinois • Godley, Il • Grand Ridge, IL • Hinsdale, IL • Homer Glen, IL • homewood, il • Homewood, Illinois • Joliet, IL • Joliet, Illinois • La Grange, Illinois • Lockport, IL • Lombard, IL • Manhattan, IL • Merrionette Park, Illinois • Midlothian, IL • Minooka, IL • Mokena, Il • Morris, IL • Munster, Indiana • Naperville, IL • New Lenox, IL • Oak Forest, IL • Oak Lawn, IL • Orland Hills, IL • Orland Park, IL • palos hills, il • Palos, IL • Plainfield, IL • Riversider, IL • Romeoville, IL • Seneca, IL • Shorewood, Il • st john, Illinois • Tinley Park, IL • Westmont, IL • Wilmington, IL • Wilmington, Illinois • Woodridge, Il • Woodridge, Illinois",,Public/Results/Tournament.aspx?IDTournament=h201902090213090216ba903a3aea044
,St Pete Kick Off Classic,"Feb 9 - 10, 2019","ST Petersburg, FL",,Public/Results/Tournament.aspx?IDTournament=h20190203211401675a20c5c01285e45
,2019 Disney Field Hockey Showcase,"Feb 1 - 3, 2019","Orlando, FL",,Public/Results/Tournament.aspx?IDTournament=h20190104224251956d06b3b20f6ba4b
,Philadelphia Indoor Lacrosse Championships 2019,"Feb 16 - 18, 2019","Hatfield, PA",,Public/Results/Tournament.aspx?IDTournament=h201811261602438844a6b424925fe44
,Spring MSYS Outdoor Soccer,"Mar 23 - May 18, 2019","Nashville, TN • Old Hickory, TN",,Public/Results/Tournament.aspx?IDTournament=h2019013022094078190720611fa5f40
,USA NIT Championships Qualifier,"May 4 - 5, 2019","Newberry, FL",,Public/Results/Tournament.aspx?IDTournament=h20190320192027952cd206310ddd844
,New England Spring League 9u,"Apr 6 - Jun 16, 2019","165 Crawford St, Lawrence • Abington, MA • ATTLEBORO, MA • Braintree, Ma • Cranston, rI • Dighton, MA • Duxbury, MA • Framingham, MA • Franklin, MA • Freetown, MA • Hudson, NH • Johnston, RI • Lawrence, MA • Lincoln, RI • Manchester, NH • MILFORD, MA • Milton, ma • NEW BEDFORD, MA • North Attleboro, MA • Pembroke, MA • Plymouth, MA • Providence, RI • Pymouth, Massachusetts • RIVERSIDE, RI • Rochester, MA • Rockland, MA • South Kingstown, RI • Stoughton, Ma • TBD, TBD • Wellesley, MA • Whitman, MA • Worcester, MA",,Public/Results/Tournament.aspx?IDTournament=h201812182128234179579f6613c4141
,High Springs SRT,"Mar 30 - 31, 2019","High Springs,, FL",,Public/Results/Tournament.aspx?IDTournament=h201903291253424457677c3eacf644f
,Clover Classic 2019,"Mar 15 - 17, 2019","Dimondale, MI • East Lansing, MI",,Public/Results/Tournament.aspx?IDTournament=h20190312225305864cde680488c994d
,NXT Mid-Atlantic Spring League Play Day (Girls),"Apr 7, 2019","Villanova, PA",,Public/Results/Tournament.aspx?IDTournament=h2019030117254199604a2d76c757649
,White House 2019 Spring Classic,"May 4 - 5, 2019","White House, TN",,Public/Results/Tournament.aspx?IDTournament=h20190117145815773670717544fe340
,Cobra Classic,"Mar 8 - Apr 5, 2019","Willoughby, OH",,Public/Results/Tournament.aspx?IDTournament=h201902010320375266d50830ac36c4b
,New England Spring League 10u,"Apr 6 - Jun 16, 2019","Andover, Ma • Attleboro, MA • Bolton, MA • Braintree, MA • Bridgewater, ma • Bristol, RI • Brooklyn, CT • Coventry, RI • Cumberland, RI • East Bridgewater, MA • Falmouth, MA • Hudson, Ma • Hudson, NH • Lincoln, ri • Manchester, NH • Mapleville, RI • Mendon, MA • Nashua, NH • Needham, MA • New Bedford, Massachusetts • North Attleboro, MA • North Smithfield, RI • PLYMOUTH, MA • Providence, RI • Quincy, MA • Rehoboth, MA • Smithfield, RI • Southboro, Ma • Southhampton, MA • Stoughton, Ma • Taunton, MA • TBD, RI • Warwick, ri • Whitman, MA • Woburn, MA • Worcester, MA",,Public/Results/Tournament.aspx?IDTournament=h201812182129423347ad320606ac44d
,Palm Bay,"Apr 13 - 14, 2019","Palm Bay, FL",,Public/Results/Tournament.aspx?IDTournament=h20190412154439781ae2742ef4bef4a
,Christian  Academy of Louisville Indoor Field  Hockey Classic 2019 ,"Mar 9, 2019","Louisville, KY",,Public/Results/Tournament.aspx?IDTournament=h201811201855106557637226408794f
,MSI Boys Indoor League,"Dec 3, 2018 - Feb 1, 2019","Garnet Valley, PA",,Public/Results/Tournament.aspx?IDTournament=h201811241942224759f7248a8b52848
,Spring Mon Soccer,"Apr 1 - Jun 3, 2019","Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h20190131210757254c18acb1ed07940
,2019 OHIO INVITATIONAL,"Apr 5 - 7, 2019","Akron, OH",,Public/Results/Tournament.aspx?IDTournament=h20180816125716643d2de4f133c174b
,New England Spring League 11u,"Apr 6 - Jun 16, 2019","Attleboro, MA • Auburn, MA • Belmont, MA • Bolton, MA • Braintree, MA • Bristol, RI • Brooklyn, CT • Coventry, RI • Dartmouth, MA • Dracut, MA • Duxbury, Ma • E. Freetown, MA • East Greenwich, RI • East Providence, RI • Exeter, RI • Fall river, Ma • Falmouth, MA • Franklin, MA • Harvard, Ma • Hudson, MA • Leicester, MA • Manchester, NH • Marlboro, MA • Medford, MA • Mendon, MA • Merrimack, NH • Norfolk, MA • North Attleboro, MA • North Dighton, MA • Norton, Ma • Pawtucket, RI • Pembroke, Massachusetts • Plymouth, Ma • Quincy, MA • Raynham, MA • Riverside, RI • Smithfield, RI • South Weymouth, MA • Southwick, Ma • Stoughton, Ma • Taunton, MA • TBA, TBA • Waltham, MA • Warwick, RI • West Kingston, RI • Whitman, MA • Woonsocket, RI • Worcester, MA",,Public/Results/Tournament.aspx?IDTournament=h201812182131124750eabacb373a34e
,Rocky Top 7v7 Classic 2019,"Mar 2, 2019","Gatlinburg, TN",,Public/Results/Tournament.aspx?IDTournament=h201902180233060484bc0eea243fd46
,Apple Jam 2019,"May 8 - 12, 2019","Louisville, KY",,Public/Results/Tournament.aspx?IDTournament=h201902021221054448b7074f3c04448
,Spring Fling,"Apr 13 - 14, 2019","Pottstown, PA",,Public/Results/Tournament.aspx?IDTournament=h20190404230158331f2e3311fe58c4f
,2019 Spring Showcase,"Apr 12 - 14, 2019","Akron, OH • Akron, OH, OH",,Public/Results/Tournament.aspx?IDTournament=h201808281357125282cf10cd4987540
,New England Spring League 12u,"Apr 6 - Jun 16, 2019","Andover, Ma • Attleboro, Ma • auburn, ma • Belmont, MA • Berkley, MA • Bolton, Ma • Bourne, Ma • Braintree, ma • Bridgewater, MA • Bristol, RI • Coventry, Ri • Dracut, MA • Duxbury, Ma • East Freetown, Ma • East Greenwich, RI • East Providence, RI • Fall River, MA • Falmouth, Ma • Franklin, MA • Goffstown, NH • Hamden, CT • Hanover, ma • Harvard, MA • Hingham, MA • Hudson, Ma • Johnston, RI • Lawrence, MA • Manchester, NH • Mapleville, RI • Medford, MA • Mendon, Ma • Milton, MA • Nashua, NH • New Bedford, MA • Newton, MA • North Attleboro, MA • North Kingston, RI • Pawtucket, RI • PEMRROKE, MA • Plymouth, MA • Pomfret Center, CT • Preston, Connecticut • Quincy, MA • Rehoboth, MA • Rindge, NH • Riverside, Ri • Rochester, MA • southhampton, ma • Southwick, MA • Stoughton, ma • Taunton, MA • TBD, TBD • Warwick, Ri • Wellesley, Mass • West Kingston, RI • Weymouth, MA • Whitman, MA • Woburn, MA • Woonsocket, RI • worcester, ma • Wrentham, Ma",,Public/Results/Tournament.aspx?IDTournament=h20181218213245948241819d13d6c4e
,AFFL Tune-Up @ RockyTop,"Apr 20 - May 14, 2019","Gatlinburg, TN",,Public/Results/Tournament.aspx?IDTournament=h2019041118584356627f79553503842
,Gateway Field Hockey Spring League,"Apr 7 - May 19, 2019","Maryland Heights, MO",,Public/Results/Tournament.aspx?IDTournament=h20190327162612826533d51454b2148
,Janesville Hockey Rocks Tournament ,"Feb 2 - 3, 2019","Janesville, WI",,Public/Results/Tournament.aspx?IDTournament=h201901271438083173936dd1ab67f4b
,Founders Cup Box Lacrosse Tournament,"Feb 9 - 10, 2019","Reading, PA",,Public/Results/Tournament.aspx?IDTournament=h2019012413235168463cec46c606641
,Spring Wed Soccer,"Apr 3 - Jun 5, 2019","Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h201901312123178586dfb9b024ad548
,2019 JV Jamboree I,"Apr 12 - 14, 2019","Akron, OH",,Public/Results/Tournament.aspx?IDTournament=h201808281400042615020d153115d4b
,New England Spring League 13u,"Apr 6 - Jul 14, 2019","Andover, MA • Attleboro, Ma • Bellingham, MA • Bolton, Ma • Bourne, Massachusetts • Bristol, RI • Cohasset, Massachusetts • Dedham, MA • Dighton, ma • Douglas, MA • Duxbury, MA • East Greenwich, Ri • East Providence, RI • Falmouth, Massachusetts • Franklin, MA • Hamilton, MA • Harvard, MA • Hooksett, NH • Johnston, RI • Leicester, ma • Lincoln, RI • Nashua, NH • New Bedford, MA • Osterville, MA • Pawtucket, Rhode Island • Pawtucket, RI • Paxton, MA • plymouth, ma • Pomfret, CT • Providence, RI • Quincy, MA • Randolph, Ma • Raynham, MA • Revere, MA • Rindge, NH • Rochester, A • Stoughton, Ma • Taunton, ma • TBD, TBD • Tiverton, Ri • Warwcik, 14813424 • Warwick, RI • Wayland, MA • Westford, MA • Westport, Ma • Weymouth, MA • Weymouth, Mass • whitman, ma • Windham, NH",,Public/Results/Tournament.aspx?IDTournament=h201812182134306251deb5d6942614e
,Battle of the Beast,"Apr 20, 2019","Gainesville, GA",,Public/Results/Tournament.aspx?IDTournament=h201904190038168048436e8640a2348
,4Goals Challenge Tournament,"Feb 10, 2019","Chula Vista, CA",,Public/Results/Tournament.aspx?IDTournament=h2019012322565797779b2f0cb1ccc4d
,2019 Polar Challenge,"Feb 18, 2019","Wyomissing, PA",,Public/Results/Tournament.aspx?IDTournament=h201901281710090503425cf0dcaa944
