Keyword,Title,Date,Location,Icon,Link
,Futsal Tournament Series Final  - LVU,"Feb 10, 2019","Allentown, PA",,Public/Results/Tournament.aspx?IDTournament=h20180720170552085a7120c6171c94c
,Inaugural Sabers Wiffleball Tournament,"Mar 16, 2019","Franklin, WI",,Public/Results/Tournament.aspx?IDTournament=h201901262252210417e9dd4ccce2e4d
,Apple Jam 2019,"May 8 - 12, 2019","Louisville, KY",,Public/Results/Tournament.aspx?IDTournament=h201902021221054448b7074f3c04448
,"2019 ""GET AMBUSHED"" 7on7 SHOWDOWN","Apr 27, 2019","Fort Worth, TX",,Public/Results/Tournament.aspx?IDTournament=h201904100302245328d29e3a1251849
,Minnetonka Winter HS Lacrosse League,"Jan 6 - Mar 3, 2019","Minnetonka, MN",,Public/Results/Tournament.aspx?IDTournament=h201901082323453849a93f624111842
,Nook 2019 Spring Coed Soccer,"Apr 2 - May 28, 2019","Manheim, PA",,Public/Results/Tournament.aspx?IDTournament=h20190326165343732071b182ee6d149
,Winter Indoor Field Hockey Tournament,"Feb 16, 2019","Downingtown, PA",,Public/Results/Tournament.aspx?IDTournament=h20180710122330312af3bc4a9281441
,Test Tournament,"Mar 27 - 28, 2019","Test, TX",,Public/Results/Tournament.aspx?IDTournament=h20190326162951473888f720240b74b
,Janesville Hockey Rocks Tournament ,"Feb 2 - 3, 2019","Janesville, WI",,Public/Results/Tournament.aspx?IDTournament=h201901271438083173936dd1ab67f4b
,Elite 7evens Kansas Invitational,"Apr 20, 2019","Wichita, KS",,Public/Results/Tournament.aspx?IDTournament=h20190419170513243a97332fd1cec4a
,2019 ALITHSA CUP,"May 4 - 5, 2019","LAKE IN THE HILLS, IL",,Public/Results/Tournament.aspx?IDTournament=h201904251436389247386c0cce77a44
,Napa High Softball Spring Tournament 2019,"Apr 19 - 20, 2019","Napa, CA",,Public/Results/Tournament.aspx?IDTournament=h20180828184610785fc763564c82648
,UPDATED: Viper Sports Club Indoor Tournament,"Feb 9, 2019","Limerick, PA",,Public/Results/Tournament.aspx?IDTournament=h20190205014005112a2983fd9d4b145
,Island 7v7 Classic,"Mar 16 - 17, 2019","Honolulu, HI",,Public/Results/Tournament.aspx?IDTournament=h20190225120017890f4c70137a7b246
,BWI Indoor League 2018-2019,"Nov 24, 2018 - Feb 10, 2019","Catonsville, MD",,Public/Results/Tournament.aspx?IDTournament=h20181103234753749e6da566ff14b47
,Motel 6 Field of Dreams,"Mar 15 - 17, 2019","Pekin, IL",,Public/Results/Tournament.aspx?IDTournament=h201903141630124994260f87830814d
,Seacoast United U-16 RCC,"May 4 - 5, 2019","Epping, NH",,Public/Results/Tournament.aspx?IDTournament=h2019040518305153247ca5c458eac44
,Fast Houston Classic (National 7v7),"Mar 2 - 3, 2019","Cypress, TX",,Public/Results/Tournament.aspx?IDTournament=h201902251049397523c51ef78f6774e
,Rock the Cages 2019 Girls Youth Lacrosse,"Apr 27 - 28, 2019","Lancaster, PA",,Public/Results/Tournament.aspx?IDTournament=h201804181726057270324823295a349
,"San Antonio, TX (winter)","Feb 2, 2019","San Antonio, TX",,Public/Results/Tournament.aspx?IDTournament=h20181106194258550dd4bd12e27aa43
,Autism Awareness,"Apr 13 - 14, 2019","West Covina, CA",,Public/Results/Tournament.aspx?IDTournament=h201904100349061408144ab64ad7847
,Winter Turf 2,"Jan 8 - Feb 28, 2019","Manheim, PA",,Public/Results/Tournament.aspx?IDTournament=h201901021615048303fe583518ca441
,GARDEN STATE PARKWAY,"Apr 20, 2019","Long Branch, NJ",,Public/Results/Tournament.aspx?IDTournament=h2019030921214702776d078f0879841
,2019 SPRING LAX JAM BOYS TOWN & GIRLS,"Apr 20, 2019","Holtsville, NY",,Public/Results/Tournament.aspx?IDTournament=h20190403144258324aa0779ecfb774c
,Gateway Field Hockey Spring League,"Apr 7 - May 19, 2019","Maryland Heights, MO",,Public/Results/Tournament.aspx?IDTournament=h20190327162612826533d51454b2148
,Legacy Lacrosse Box Tourney,"Feb 23, 2019","Bridgewater, MA",,Public/Results/Tournament.aspx?IDTournament=h201902220231147827f2a314cb30b4e
,Pinnacle Premier League,"Jan 4 - Apr 28, 2019",,,Public/Results/Tournament.aspx?IDTournament=h201808221609595797a841f55726548
,U16 National Indoor Tournament 2019,"Mar 1 - 3, 2019","Manheim, PA",,Public/Results/Tournament.aspx?IDTournament=h201902111829189027f6401093b314f
,Back 2 Basics 7v7 Invitational,"Feb 23, 2019","Jacksonville, FL",,Public/Results/Tournament.aspx?IDTournament=h20190222121525755b623007b7e7140
,"Holiday, FL (West Pasco County)","Mar 31, 2019","Holiday, FL",,Public/Results/Tournament.aspx?IDTournament=h201903071409497156aef3fee898f49
,Blastoff I,"Apr 6, 2019","Springfield, IL",,Public/Results/Tournament.aspx?IDTournament=h201903210015207791e4fcd0d282f40
,Winter Indoor Field Hockey Tournament,"Feb 9, 2019","Downingtown, PA",,Public/Results/Tournament.aspx?IDTournament=h20180710122316617807d6c47aa5645
,Next Level Greats Invitational - New Jersey,"May 4 - 5, 2019","Mount Laurel, NJ",,Public/Results/Tournament.aspx?IDTournament=h201901161550598444daad044ffc34f
,10th Annual GFMHSF 3v3 Tournament,"Mar 30 - 31, 2019","Des Moines, IA",,Public/Results/Tournament.aspx?IDTournament=h20190212192441712d8a87a6bc8b848
,Sam Madison 7v7 North FL Classic,"Apr 6 - 7, 2019","Tallahassee, FL",,Public/Results/Tournament.aspx?IDTournament=h20190322184230648df3c5cafabf343
,CELL Winter Session,"Dec 2, 2018 - Feb 10, 2019","Acton, MA",,Public/Results/Tournament.aspx?IDTournament=h20181125214548721f5a252f81ea945
,Trips Right 3 on 3  Flag Tourney,"Mar 16 - 17, 2019","Phoenix, AZ",,Public/Results/Tournament.aspx?IDTournament=h20190217182140558c6b987a7245a42
,Charity Lacrosse Classic,"Mar 24, 2019","Flanders, NJ",,Public/Results/Tournament.aspx?IDTournament=h201903041826257057dad092242af4d
,Spring Mon Soccer,"Apr 1 - Jun 3, 2019","Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h20190131210757254c18acb1ed07940
,Sweet 16 - BLD Manteca,"Mar 23 - 24, 2019","Manteca, CA",,Public/Results/Tournament.aspx?IDTournament=h2018122722144385271556e0c78e240
,KB3 Houston Classic,"Apr 20, 2019","Houston, TX",,Public/Results/Tournament.aspx?IDTournament=h201903251448584344811ab4f60a342
,Grand Valley Quickstix,"Apr 27 - 28, 2019","Grand Junction, CO",,Public/Results/Tournament.aspx?IDTournament=h20190422015605209e53100f548dc4b
,"Tempe, AZ","Apr 20, 2019","Tempe, AZ",,Public/Results/Tournament.aspx?IDTournament=h2019022520070086066f1d109e4a74e
,BATTLE AT THE BEACH,"Mar 23 - 24, 2019","VIRGINIA BEACH, VA",,Public/Results/Tournament.aspx?IDTournament=h20190225122527072765714bd83c843
,LS Winter Championships 16u 18u,"Feb 22 - 24, 2019","PEORIA, IL",,Public/Results/Tournament.aspx?IDTournament=h2018100418284731341893e0178e944
,Lookout Mountain Classic,"Mar 30, 2019","Chattanooga, TN",,Public/Results/Tournament.aspx?IDTournament=h2019032703132277662a6f865a4e140
,Presidents Day Ohio,"Feb 18, 2019","Lewis Center, OH",,Public/Results/Tournament.aspx?IDTournament=h20190213210550993fd302d5a020241
,2019 February Fireball,"Feb 9, 2019","Elizabeth, PA",,Public/Results/Tournament.aspx?IDTournament=h2019012420024916067a143cade534b
,2019 NWZ U6/U8,"May 6 - Jun 20, 2019","Edmonton, AB",,Public/Results/Tournament.aspx?IDTournament=h2019032821495978518807308d45d4d
,Spring Fling 2019,"Apr 7, 2019","Austell, GA",,Public/Results/Tournament.aspx?IDTournament=h201903082248093447a8d7389bae244
,Carmel Invitational 2019,"Apr 27 - 28, 2019","Carmel, IN",,Public/Results/Tournament.aspx?IDTournament=h20190413213213827dca3c15849aa4a
,Softball - Frozen Free-Bee Feb 23-24 (3GG),"Feb 23 - 24, 2019","Del City, OK",,Public/Results/Tournament.aspx?IDTournament=h2019010605284332792f5f78447184e
,CT Sportsplex Session 2 Adult Flag Football,"Jan 7 - Mar 18, 2019","North Branford, CT",,Public/Results/Tournament.aspx?IDTournament=h2019010420353460376d4e8fc1dc74b
,Battle by the Bridge - Midnight Madness,"Feb 23 - 24, 2019","Stevensville, MD",,Public/Results/Tournament.aspx?IDTournament=h201901081715420616258132d4d904d
,2019 Shamrock Shootout,"Mar 23, 2019","Elizabeth, PA",,Public/Results/Tournament.aspx?IDTournament=h201903122036274492316ea65754248
,Southern Xpress Border War,"Mar 16, 2019","Alabaster, AL",,Public/Results/Tournament.aspx?IDTournament=h201903122356389916002f0662a5143
,2018-19 Nook Youth Indoor Soccer League,"Jan 5 - Mar 10, 2019","Manheim, PA",,Public/Results/Tournament.aspx?IDTournament=h201812271644381089dd18bf8b33340
,2019 OHIO INVITATIONAL,"Apr 5 - 7, 2019","Akron, OH",,Public/Results/Tournament.aspx?IDTournament=h20180816125716643d2de4f133c174b
,adidas National Championship 7v7,"Mar 30 - 31, 2019","Tampa Bay, FL",,Public/Results/Tournament.aspx?IDTournament=h2019030715514598844a238feb7064a
,2019 Duel In The Desert LAX Tournament,"Apr 13 - 14, 2019","Yakima, WA",,Public/Results/Tournament.aspx?IDTournament=h201901021853577030296db4577ae46
,"Austin, TX (Bastrop)","Mar 16, 2019","Bastrop, TX",,Public/Results/Tournament.aspx?IDTournament=h20190211160619070882ae5e700484b
,"1st to 3rd Softball Events ""Clash of the Titans"" - Powered by Easton","Mar 2 - 3, 2019","Lincoln, CA",,Public/Results/Tournament.aspx?IDTournament=h20181130055044104279d91bb21da4a
,Spring Thaw 2019,"Mar 16, 2019","Fredrica, DE",,Public/Results/Tournament.aspx?IDTournament=h20190217134455647a135b31d75fb43
,Junior Olympic Series  - Emerald City Classic,"Mar 16 - 17, 2019","Dublin, GA",,Public/Results/Tournament.aspx?IDTournament=h2018120602425496389516631df0b4f
,2019 Trampis Palmer Memorial Battle at the Butte,"Apr 20, 2019","Hermiston, OR",,Public/Results/Tournament.aspx?IDTournament=h201903100332125627ba9dc0fb59544
,The Elite 32 - Avery Strong (Powered by DOMO),"Feb 17, 2019","Sacramento, CA",,Public/Results/Tournament.aspx?IDTournament=h201902141823310651760057d18694a
,Softball  April 12-14 - Duel on the Diamond (4GG),"Apr 12 - 14, 2019","Harrah, OK",,Public/Results/Tournament.aspx?IDTournament=h201901161753090450ddb0da0c45d4d
,TMP Tournament of Champions,"Mar 2, 2019","Sacramento, CA",,Public/Results/Tournament.aspx?IDTournament=h20190301053832915ac024d78ad6a40
,Nook 2019 Winter 2 Coed Soccer League,"Jan 29 - Mar 26, 2019","Manheim, PA",,Public/Results/Tournament.aspx?IDTournament=h20190122160617068ee7b182c107547
,mock,"Apr 1 - 2, 2019","Jacksonvile, FL",,Public/Results/Tournament.aspx?IDTournament=h2019011402034300585d670d6fee043
,DRIP OR DROWN 7v7 CLASSIC,"Apr 27, 2019",,,Public/Results/Tournament.aspx?IDTournament=h20190310000708111fc1d6db1d50343
,"Tampa Bay ""Rowdies""","Apr 27, 2019","Clearwater, FL",,Public/Results/Tournament.aspx?IDTournament=h20190206203735464d21cba11299c4b
,2019 High School Dome Softball League,"Jan 2 - Feb 24, 2019","Manheim, PA",,Public/Results/Tournament.aspx?IDTournament=h20181115181622788370ecbea210f45
,Little Rock LaxFest 2019,"Feb 15 - 17, 2019","North Little Rock, AR",,Public/Results/Tournament.aspx?IDTournament=h20181212174855034afc4f50e5e574b
,Rocky Top 7v7 Classic 2019,"Mar 2, 2019","Gatlinburg, TN",,Public/Results/Tournament.aspx?IDTournament=h201902180233060484bc0eea243fd46
,Gatorade 5v5 - Boys West Regional,"Feb 9, 2019","San Monica, CA",,Public/Results/Tournament.aspx?IDTournament=h20190209034837701d02dfc3fb6ab4c
,Destin Lacrosse Invitational 2019,"Apr 13 - 14, 2019","Destin, FL",,Public/Results/Tournament.aspx?IDTournament=h201902080145220970cbf59db5b8245
,adidas West Coast Invitational 7v7,"Mar 10, 2019","Torrence, CA",,Public/Results/Tournament.aspx?IDTournament=h201903061921597064070b07beb6340
,25th Annual LIVERMORE STAMPEDE,"Apr 4 - 6, 2019","Livermore, CA",,Public/Results/Tournament.aspx?IDTournament=h20190211234530519ef311151eafb4e
,Hudson Laxfest 2019 - Sunday (B3/4 & 7/8),"May 5, 2019","Hudson, OH",,Public/Results/Tournament.aspx?IDTournament=h201904192115110329028afe8bd2641
,Flagler Beach SRT,"Mar 2 - 3, 2019","Flagler Beach,, FL",,Public/Results/Tournament.aspx?IDTournament=h201903010607043257b16db954b3044
,Starland Soccer Winter Youth League Session II,"Jan 4 - Mar 17, 2019","Hanover, MA",,Public/Results/Tournament.aspx?IDTournament=h20181211181936541cc342cf431ad4c
,Hot Tamale,"Apr 27 - 28, 2019","Sacramento, CA",,Public/Results/Tournament.aspx?IDTournament=h20190215192625866ab12937898b34f
,TRUE BUZZ RECRUITING TOURNAMENT,"Apr 13 - 14, 2019","Dallas, TX",,Public/Results/Tournament.aspx?IDTournament=h2019030112414088175031581af824d
,CT Sportsplex Youth Soccer Session 2,"Jan 5 - Mar 16, 2019","North Branford, CT",,Public/Results/Tournament.aspx?IDTournament=h2019010216162124164547d238a204d
,North Royalton Lady Bear Bash,"May 3 - 5, 2019","North Royalton, OH",,Public/Results/Tournament.aspx?IDTournament=h20190325230820312d1d81e14ab294b
,Gem State Jamboree,"Mar 8 - 9, 2019","Meridian, ID",,Public/Results/Tournament.aspx?IDTournament=h2018112818460811948fe96d795924e
,NFA7v7 Mid-America Regional,"Apr 13 - 14, 2019","Hartford, KY",,Public/Results/Tournament.aspx?IDTournament=h20190319205446413b6829d1fde9442
,Spring Wed Soccer,"Apr 3 - Jun 5, 2019","Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h201901312123178586dfb9b024ad548
,2019 Viking Games,"Feb 23, 2019","Bermuda Run, NC",,Public/Results/Tournament.aspx?IDTournament=h201902180258596108c0455e191e449
,Spring Mon 5-Man Flag Football,"Apr 8 - Jun 10, 2019","Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h20190204185547767e6b8e9bbda0f49
,"St. Petersburg, FL - Eckerd College Rachel Price Memorial","Feb 10, 2019","St Petersburg, FL",,Public/Results/Tournament.aspx?IDTournament=h2018122016082945546b702501eb747
,Spring NIT - Pleasanton,"Apr 6 - 7, 2019","Pleasanton, CA",,Public/Results/Tournament.aspx?IDTournament=h20190301212435807ed1b898c092a4f
,Meet Us in the Middle,"Mar 2, 2019","Brentwood, TN",,Public/Results/Tournament.aspx?IDTournament=h201811072207520710c835fbc513248
,High Springs SRT,"Mar 30 - 31, 2019","High Springs,, FL",,Public/Results/Tournament.aspx?IDTournament=h201903291253424457677c3eacf644f
,ADC Session 2 Youth League,"Jan 10 - Oct 20, 2019","Spanish Fork, UT",,Public/Results/Tournament.aspx?IDTournament=h20181228040431451c682280ecfdf48
,4th Annual Penguin Invitational Sponsored by Team  Igloo,"May 4, 2019","Brookville, NY",,Public/Results/Tournament.aspx?IDTournament=h20190104141449505e5b03bb143b246
,Elite 3 7v7 Showcase,"Apr 6, 2019","Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h201904022319031385c84d20b36eb47
,Great Lakes Border Clash,"May 4 - 5, 2019","Wisconsin Dells, WI",,Public/Results/Tournament.aspx?IDTournament=h201812062038257033dbb663bf87341
,Lax Luau 2019,"May 5, 2019","West Windsor, NJ",,Public/Results/Tournament.aspx?IDTournament=h2019042818572132764ff3ecffba746
,adidas East Coast Invitational 7v7,"Mar 2, 2019","Miami, FL",,Public/Results/Tournament.aspx?IDTournament=h20190225135559197894399e21eca47
,Friends of Jaclyn - Battle In The Swamp - Arkansas,"Apr 6, 2019","Newberry, FL",,Public/Results/Tournament.aspx?IDTournament=h201811160338342223fc185794a4341
,2019 Charlotte Shootout,"Apr 6, 2019","Matthews, NC",,Public/Results/Tournament.aspx?IDTournament=h20190326113508800be639c33e58d41
,2018-19  MICS Regular Season,"Dec 9, 2018 - Feb 17, 2019","Punta Gorda, FL",,Public/Results/Tournament.aspx?IDTournament=h201811282033350608b4c85b0682745
,2019 AMERICA FUTSAL CHAMPIONSHIPS,"Feb 15 - 18, 2019","Menlo Park, CA",,Public/Results/Tournament.aspx?IDTournament=h20180724160351244d1bf09dde7264f
,2019 Grand Slam,"Apr 26 - 28, 2019","Akron, OH",,Public/Results/Tournament.aspx?IDTournament=h201808281408506764cf6561f42bf44
,BRAVEHEART 2019,"Apr 10 - 14, 2019","Louisville, KY",,Public/Results/Tournament.aspx?IDTournament=h201809182007067004be5ecb0cbf749
,Testytest,"Mar 1 - 3, 2019","Luchenbach, TX",,Public/Results/Tournament.aspx?IDTournament=h20180909120008717ab4ee122fff34d
,WATCH THE THRONE,"Mar 30 - 31, 2019","Overland Park, KS",,Public/Results/Tournament.aspx?IDTournament=h201903250440249249c19d711f4f545
,39th Annual Bob Pantaleo Memorial Indoor Tournament,"Mar 9 - 10, 2019","North Babylon, NY",,Public/Results/Tournament.aspx?IDTournament=h20190128184739399d58fc190061141
,Adult Softball - Spring 2019,"Apr 8 - Jun 7, 2019","Ringgold, GA",,Public/Results/Tournament.aspx?IDTournament=h201901151533549142c9d6a7afbe34d
,6th Battle Of The Bay,"Apr 13 - 14, 2019","Tampa, FL",,Public/Results/Tournament.aspx?IDTournament=h2019040901374946480233cb83cb149
,Bring The Heat - Spring Shootout III,"Mar 9 - 10, 2019","Peoria, AZ",,Public/Results/Tournament.aspx?IDTournament=h2018122220402992341fc24f5869a43
,ADC Winter 1 COED League,"Nov 12, 2018 - Mar 4, 2019","Spanish Fork, UT",,Public/Results/Tournament.aspx?IDTournament=h201811072140234964f99a0b1bd084a
,1st  Annual Allen Police Department Softball Tournament benefiting Special Olympics Texas,"Apr 27, 2019","Allen, TX",,Public/Results/Tournament.aspx?IDTournament=h2019042519443349838621cd1d2de41
,Palm Bay,"Apr 13 - 14, 2019","Palm Bay, FL",,Public/Results/Tournament.aspx?IDTournament=h20190412154439781ae2742ef4bef4a
,SFP Spring Shootout,"May 4 - 5, 2019","Sandusky, OH",,Public/Results/Tournament.aspx?IDTournament=h20190205154601801048af249d57a4e
,2019 JV Jamboree I,"Apr 12 - 14, 2019","Akron, OH",,Public/Results/Tournament.aspx?IDTournament=h201808281400042615020d153115d4b
,"Miami, FL ","Apr 28, 2019","Miami, FL",,Public/Results/Tournament.aspx?IDTournament=h201902182126373561dfeb54e740b45
,Lax in the Park  2019,"Apr 6, 2019","Marrero, LA",,Public/Results/Tournament.aspx?IDTournament=h2019021414520160616eef410264347
,Sooner 7v7 Classic,"Mar 16 - 17, 2019","TULSA, OK",,Public/Results/Tournament.aspx?IDTournament=h2019022512000469962fca20efe8144
,White House 2019 Spring Classic,"May 4 - 5, 2019","White House, TN",,Public/Results/Tournament.aspx?IDTournament=h20190117145815773670717544fe340
,3d New England Spring 7v7,"Mar 24, 2019","West Roxbury, MA",,Public/Results/Tournament.aspx?IDTournament=h20190318142914185955bff5f852148
,Battle of the Beast,"Apr 20, 2019","Gainesville, GA",,Public/Results/Tournament.aspx?IDTournament=h201904190038168048436e8640a2348
,SFP College Soccer Showcase,"Apr 5 - 7, 2019","Sandusky, OH",,Public/Results/Tournament.aspx?IDTournament=h20190205154448129ec64d995670a4b
,PGF Florida Legacy Prospects,"Feb 16 - 17, 2019","Newberry, FL",,Public/Results/Tournament.aspx?IDTournament=h20180827140219378196ced44393b4c
,22nd Annual Baggataway Invitational,"Apr 27 - 28, 2019","Medina, OH",,Public/Results/Tournament.aspx?IDTournament=h2019012217441208587783737469c42
,"Presidents Day Let it Fly  2019""  ages 5u-18u","Feb 16 - 17, 2019","Metairie, LA",,Public/Results/Tournament.aspx?IDTournament=h2019011019212630997a6ed0aad044e
,BOYS:  Iowa Soccer 2019 Youth Indoor Championships,"Feb 2 - 3, 2019","Cedar Falls, IA",,Public/Results/Tournament.aspx?IDTournament=h20181005160351733a7acf0bda4ad46
,Double Double - Reno,"May 4 - 5, 2019","Reno, NV",,Public/Results/Tournament.aspx?IDTournament=h20190302165312250ed46589eb6c644
,Three Rivers Shootout 2019,"Apr 27 - 28, 2019","Kennewick, Wa",,Public/Results/Tournament.aspx?IDTournament=h2019011001263450926de48025aee4f
,2019 Spring Adult Flag Football,"Mar 20 - Jun 5, 2019","Manheim, PA",,Public/Results/Tournament.aspx?IDTournament=h20190313132513096b5b014a47e4443
,East Texas Softball Classic,"Apr 27 - 28, 2019","Chandler, TX",,Public/Results/Tournament.aspx?IDTournament=h201903291240542684b0cba62e5b943
,2018-19  MICS Year End Tourney,"Feb 23 - 24, 2019","Punta Gorda, FL",,Public/Results/Tournament.aspx?IDTournament=h20190207201457597b8c1bdf1b5e947
,"Hollywood, FL","May 5, 2019",,,Public/Results/Tournament.aspx?IDTournament=h201902131631051822a8053c4b14347
,2019 Spirit Softball,"Apr 25 - Jul 13, 2019","Lincoln, NE",,Public/Results/Tournament.aspx?IDTournament=h2019040814573238224c232264e8a41
,2019 Polar Challenge,"Feb 18, 2019","Wyomissing, PA",,Public/Results/Tournament.aspx?IDTournament=h201901281710090503425cf0dcaa944
,Blazing 7 on 7 Southeast Regional 2019,"Apr 13, 2019","Fort Mill, SC",,Public/Results/Tournament.aspx?IDTournament=h20190411213006020f2d5ea955d6f4b
,Lanco 2019 Winter 2 Coed Soccer,"Jan 28 - Apr 8, 2019","East Petersburg, PA",,Public/Results/Tournament.aspx?IDTournament=h20190119003047875031c7fbd09dc4f
,Mardi Gras,"Mar 16 - 17, 2019","Sacramento, CA",,Public/Results/Tournament.aspx?IDTournament=h2019021519032024668016383a13f4b
,2019 NorthWest Shootout,"Apr 20 - 21, 2019","Kalispell, mt",,Public/Results/Tournament.aspx?IDTournament=h201904042106305954944cceeecb646
,2019 Spring YMCA Spirit Flag Football,"Mar 28 - May 17, 2019","Lincoln, NE",,Public/Results/Tournament.aspx?IDTournament=h20190226203036294eaf36c2bc03b45
,April D-Bat  Softball Bash ,"Mar 30 - Apr 7, 2019","Oklahoma City, OK",,Public/Results/Tournament.aspx?IDTournament=h20190324203654009b09c147c0c8646
,Hudson Laxfest 2019 - Saturday (G3/4 & 5/6),"May 4, 2019","Hudson, OH",,Public/Results/Tournament.aspx?IDTournament=h20190415235617696555fe85e0ddf4f
,COAST 2 COAST,"Apr 6 - 7, 2019","Missouri City, TX",,Public/Results/Tournament.aspx?IDTournament=h201903092341256945e61b199206e40
,Capital City Early Bird I,"Apr 13, 2019","Springfield, IL",,Public/Results/Tournament.aspx?IDTournament=h20190409221228850742d6dd1f8bb4e
,Ronald McDonald Lacrosse Tourney,"Mar 31, 2019","stamford, CT",,Public/Results/Tournament.aspx?IDTournament=h20190228141501206a4d1f0f5d69144
,4 Vert Championship - 2019 High School,"Apr 13, 2019","Irvine, CA",,Public/Results/Tournament.aspx?IDTournament=h20190405194759479e89729a4374e46
,Queen of the Hill - South Bay/Hayward,"Apr 13 - 14, 2019","Hayward, CA",,Public/Results/Tournament.aspx?IDTournament=h20181227223622614662690ee7a3e4e
,PA SWAG East Coast Elite 7v7,"Apr 13 - 14, 2019","Fort Washington, PA",,Public/Results/Tournament.aspx?IDTournament=h20190116182100958d9a2c59d205349
,Capital City Early Bird II,"Apr 14, 2019","Springfield, IL",,Public/Results/Tournament.aspx?IDTournament=h20190410130040693e79ce8c5baa047
,TribzLacrosse WNTR 18/19,"Dec 22, 2018 - Feb 9, 2019","Irvine, CA",,Public/Results/Tournament.aspx?IDTournament=h2018121001242675619cf54d2f6594d
,"Winter Bowl Classic  2019""  Ages 5u-18u","Feb 2 - 3, 2019","Covington, LA",,Public/Results/Tournament.aspx?IDTournament=h20190110184049829cdf4b6e4de564d
,Sunday Spring League,"Apr 14 - Jun 2, 2019","Cincinnati, OH",,Public/Results/Tournament.aspx?IDTournament=h2018121500243786314d030cc07a649
,Mountain Vista L3 Tourney 4.20.2019,"Apr 20, 2019","Highlands Ranch, CO",,Public/Results/Tournament.aspx?IDTournament=h20190415235154267594e91c2be7a46
,MSI Boys Indoor League,"Dec 3, 2018 - Feb 1, 2019","Garnet Valley, PA",,Public/Results/Tournament.aspx?IDTournament=h201811241942224759f7248a8b52848
,Midwest Classic 2019,"Feb 16 - 17, 2019","Columbus, OH",,Public/Results/Tournament.aspx?IDTournament=h2018110815173070002c38dd8c25542
,"1st to 3rd Softball Events - PGF ""Break Your Heart"" Friendly - Powered by Blast Motion Sensor","Feb 9, 2019","Modesto, Ca",,Public/Results/Tournament.aspx?IDTournament=h201811300516583100c4ddb8675dd40
,O2 Skyline Tournament Youth Division,"Feb 9 - 10, 2019","North Arlington, NJ",,Public/Results/Tournament.aspx?IDTournament=h20190204183016255699da5932a374d
,USA Fastpitch National Championships Futures Qualifier 10/12/14u,"Mar 2 - 3, 2019","Jacksonville, FL",,Public/Results/Tournament.aspx?IDTournament=h20180827020211178f560ddfa30b24d
,GHGYLA EoS 2019,"May 4 - 5, 2019","The Woodlands, TX",,Public/Results/Tournament.aspx?IDTournament=h201903300006067088346fbaca8f44d
,16th Annual Fox Country Girls Varsity Fast Pitch Tournament,"Feb 28 - Mar 2, 2019","EL PASO, TX",,Public/Results/Tournament.aspx?IDTournament=h201805281456366405bd77622b3c34c
,Raider Rumble 2019,"Apr 12 - 13, 2019","Alpharetta, GA",,Public/Results/Tournament.aspx?IDTournament=h20190412015554574305cad5ef2a94e
,UF PGF day at the park one day #1--Gator Ball,"Feb 23, 2019","newberry, FL",,Public/Results/Tournament.aspx?IDTournament=h20181031173748343754f4dc1289146
,5th Annual Red River Rivalry Lacrosse Tournament,"Feb 2, 2019","Durant, OK",,Public/Results/Tournament.aspx?IDTournament=h20190128193451685ff150d9f69be48
,Windy Ridge Soccer Tournament Fundraiser for Young Mens Program,"May 4, 2019","Orlando, FL",,Public/Results/Tournament.aspx?IDTournament=h20190309150523704bacf3c4c05e643
,Weekend 4 march 8-10,"Mar 8 - 10, 2019","Rosemont, IL",,Public/Results/Tournament.aspx?IDTournament=h20190218164818046c14b993ac81b48
,2019 SAN JUAN SHOOTOUT LACROSSE TOURNAMENT,"Apr 13 - 14, 2019","Montrose, CO",,Public/Results/Tournament.aspx?IDTournament=h2019032816051093060951c0f941b4d
,Deuces Wild Junior Tournament,"Apr 7, 2019","Lawrence Twp., NJ",,Public/Results/Tournament.aspx?IDTournament=h201903182003046830e990c74849946
,Easter Saturday - BLD Manteca,"Apr 20, 2019","Manteca, CA",,Public/Results/Tournament.aspx?IDTournament=h20190106225151882d8dcb125353046
,Patriot Box Lacrosse League 2018-2019,"Dec 1, 2018 - Feb 10, 2019","Morristown, NJ",,Public/Results/Tournament.aspx?IDTournament=h20181108162343551f8c3d8658e6b44
,2019 Sports Express Kickoff Classic,"May 3 - 5, 2019","Milford, NE",,Public/Results/Tournament.aspx?IDTournament=h2019010316355134353291690505e46
,"1st to 3rd Softball Events - ""Sweatheart Jam"" Friendly Powered by Easton","Feb 10, 2019","Modesto, Ca",,Public/Results/Tournament.aspx?IDTournament=h20190130142150457db0fc80388ce45
,Bownet Challenge,"Feb 16 - 17, 2019","North Highlands, CA",,Public/Results/Tournament.aspx?IDTournament=h20181221214136461fd78915448a24e
,2019 King of the Rock,"Mar 9 - 10, 2019","Castle Rock, CO",,Public/Results/Tournament.aspx?IDTournament=h201803120253431613decd2c6bcc34a
,East Brainerd Softball Invitational,"Apr 26 - 27, 2019","Chattanooga, TN",,Public/Results/Tournament.aspx?IDTournament=h2019040318324007439e191fc001044
,Trilogy Great Lax Box Classic,"Feb 9 - 10, 2019","Canton, MI",,Public/Results/Tournament.aspx?IDTournament=h201901310231047382f45c42330df45
